,Community,Result,Year,Above 15 ppb,Above 10 ppb,Above 5 ppb,Household_income,Black_income,American_Indian_Income,Asian_income,Hawaiian_income,White_income,Hispanic_income,Total_households,Self_employed,Not_self_employed,Area in Square Miles,Summarized area in Square Miles.1,Income_to_poverty_base,Income_below_poverty_level,Ratio_households_above_poverty_level,Summarized area in Square Miles.2,Percent_white,Percent_black,Percent_native_american,Percent_asian,Percent_hawaiian,Percent_hispanic,Population 9-47 mo1,Total Screened,Percent Screened,Percentage_0-4,Percentage_5-9,Percentage_10-24,Percentage_>25,Percent_Pre-1978_Housing_Units,Percentage_>5
0,ABINGTON,0.00410774647887324,2016.0,0.04929577464788732,0.07042253521126761,0.19014084507042253,91504.21983597,0.0002899,0.0,30277.40649954,0.0,91320.3439469,33878.97509285,2218.20281083,169.63926407,2048.56354676,10.19026382,10.19011295,5418.11000842,121.36858303,15.46441179,10.19011294,89.89910815,1.67653082,0.0,3.52178865,0.0,1.94742026,689.0,519.0,75.0,99.0,0.0,0.0,0.0,66.0,0.0
1,ACTON,0.014124096385542165,2016.0,0.07917383820998279,0.13941480206540446,0.24096385542168675,136428.87934168,73595.17464821,0.0,148844.3766561,0.0,130092.47963639,27267.05194599,1946.94673945,304.3859865,1642.56075295,20.29621927,20.29735703,4761.71098502,62.22288567,32.6718269,20.29735702,67.57303616,1.58813757,0.11840401,24.8591244,0.11840401,2.99821179,738.0,509.0,69.0,98.4,1.4,0.0,0.0,58.0,1.4
2,ACUSHNET,0.004605625000000001,2016.0,0.010416666666666666,0.026041666666666668,0.03125,81612.5822536,0.0,0.0,2.658e-05,0.0,80977.83476756,4542.50437257,2501.62530947,292.06886335,2209.55644612,18.87781919,18.87551994,6547.70778904,133.22195219,16.72006058,18.86258732,89.63258171,0.01845497,0.0,1.80714391,0.0,2.2423684,276.0,246.0,89.0,97.6,0.0,0.0,0.0,71.0,0.0
3,ADAMS,0.0007646206896551724,2016.0,0.006896551724137931,0.006896551724137931,0.034482758620689655,55334.55578527,0.0,0.0,1.75e-06,0.0,55345.21164672,2766.10113714,1317.32007766,166.00434012,1151.31573754,22.96049688,22.95933508,3045.04715554,139.70970559,8.14497953,22.95933516,96.90715625,0.264077,0.04055945,0.88847474,0.0,0.75135854,229.0,205.0,90.0,95.1,3.4,0.0,0.0,91.0,0.0
4,AGAWAM,0.0017332266666666674,2018.0,0.016,0.034666666666666665,0.07466666666666667,74364.49347958,4235.62284438,0.0,5510.19066779,0.0,74802.66602747,7.96e-06,2296.70795692,159.52732235,2137.18063457,24.33448297,24.33469774,5285.86835791,160.61544898,19.64887405,23.49144886,90.82618514,1.83932269,0.04273131,1.66093272,0.0,4.21132203,845.0,602.0,71.0,99.3,0.0,0.0,0.0,67.0,0.0
5,AMHERST,0.01465894039735099,2016.2450331125829,0.23730684326710816,0.31125827814569534,0.45695364238410596,52425.43166706,16228.09018998,0.0,44381.87492997,0.0,64382.9384257,17057.80699276,2119.85390141,338.41415378,1781.43974763,27.75577246,27.75550538,4971.82994545,504.65241722,3.85292912,27.72023044,66.05591963,8.73143544,0.09802857,11.35660473,0.10585285,7.84663346,484.0,297.0,61.0,97.6,2.0,0.0,0.0,62.0,2.0
6,ARLINGTON,0.0049282277777777765,2016.5694444444443,0.06597222222222222,0.09027777777777778,0.14930555555555555,114191.62198158,7418.37153251,0.0,143967.22263903,0.0,114999.25168741,80611.97892488,2571.91391968,354.42636381,2217.73382923,5.48448053,5.48442449,5919.79057583,131.23469038,26.31549163,5.39362419,77.46139548,2.64526841,0.02272184,11.0419993,0.0,4.83050691,1796.0,1435.0,80.0,99.4,0.4,0.1,0.0,88.0,0.4
7,ASHFIELD,0.0010619718309859154,2016.0,0.014084507042253521,0.028169014084507043,0.07042253521126761,41082.4846151,0.0,0.0,3.5e-07,0.0,42209.97424799,3.6e-07,748.98214959,223.99466156,523.98751186,40.24485659,40.24568947,1765.26572386,50.97878967,7.041184,40.24568944,49.44044618,0.05155417,0.05155417,0.1546625,0.0,1.23730001,36.0,21.0,58.0,90.5,0.0,0.0,0.0,64.0,0.0
8,ASHLAND,0.005793577981651366,2016.0,0.05045871559633028,0.08027522935779817,0.12844036697247707,115893.12321541,5.297e-05,0.0,159259.01844864,0.0,112783.04209674,85465.61049653,2395.59722702,341.14055836,2054.45666866,12.87457924,12.87452542,6052.46921922,115.94626876,19.0059759,12.87452547,78.71327501,2.58632353,0.08134525,9.41538436,0.0,6.9988798,860.0,581.0,68.0,99.1,0.0,0.0,0.0,41.0,0.0
9,ATHOL,0.0,2020.0,0.0,0.0,0.0,54283.60334096,8e-08,0.0,0.0,0.0,55412.60882719,6e-08,1526.16334602,169.04110391,1357.12224211,33.3634988,33.36379831,3640.39830225,145.27603563,10.68061064,33.15444784,91.22555728,0.32218054,0.11156542,0.92596825,0.0,5.0843085,424.0,235.0,55.0,97.4,0.0,0.0,0.0,76.0,0.0
10,ATTLEBORO,0.1262960039370077,2016.0088582677165,0.08858267716535433,0.11614173228346457,0.18996062992125984,87934.82241722,5466.36152654,0.0,51765.07856272,0.0,87306.8122437,24908.86705827,2612.34554243,283.3815773,2328.96396513,27.77191709,27.77032339,6514.85489792,163.334132,17.21596689,27.7703209,86.16666114,1.82223607,0.00556181,4.24936731,0.0,5.95859317,1835.0,1291.0,70.0,97.8,2.0,0.2,0.0,63.0,1.6
11,AUBURN,0.04094317757009347,2017.2616822429907,0.018691588785046728,0.02336448598130841,0.08411214953271028,80924.73510748,7955.65210019,0.0,20453.11419566,0.0,80338.31797763,51475.44774338,1404.46080819,149.94741664,1254.51339155,16.41551172,16.41573785,3371.65033819,68.32290196,21.03604645,16.41573786,91.60175411,0.75604668,0.03806987,2.54284472,0.0,4.4761291,508.0,394.0,78.0,99.5,0.0,0.0,0.0,69.0,0.0
13,AVON,0.0010657894736842105,2016.0,0.0,0.02631578947368421,0.02631578947368421,69846.87910109,85524.13752618,0.0,0.00809322,0.0,66177.98875721,3.78e-05,1581.71928178,76.98633672,1504.73294506,4.53862681,4.53882224,4344.06222346,30.97904181,51.78252983,4.53882221,72.07820292,13.1960096,0.29990929,7.39776275,0.0,5.19842783,134.0,153.0,99.0,98.0,0.0,0.0,0.0,85.0,0.0
14,AYER,0.026240652173913047,2016.1565217391305,0.5130434782608696,0.6347826086956522,0.7347826086956522,84896.05274511,79286.4368343,0.0,153975.00819608,0.0,82146.73111433,101570.93834788,3492.88432723,458.98479994,3033.89952729,9.50355614,9.50190602,6885.53048726,260.33911336,9.47279348,9.50190602,84.67910626,3.29918596,0.0,4.49888994,0.0,5.69859393,325.0,224.0,69.0,97.3,2.7,0.0,0.0,57.0,0.0
15,BEDFORD,0.00031578512396694214,2016.0,0.0,0.0,0.008264462809917356,130600.53373961,69032.409246,0.0,129105.33729186,0.0,134408.95655274,145045.49864296,2630.81171138,527.77366547,2103.03804591,13.83887886,13.83888282,6529.59706919,130.65291047,17.86622274,13.73606345,76.34445861,3.52813152,0.16879892,14.65174431,0.0,3.45475091,544.0,318.0,58.0,99.4,0.0,0.0,0.0,60.0,0.0
16,BELCHERTOWN,0.01761107033639144,2016.0,0.13761467889908258,0.24464831804281345,0.42201834862385323,104681.29568765,0.00010874,0.0,18395.32995312,0.0,105718.45291555,0.00010378,2595.96472842,405.5689838,2190.39574462,55.27971881,55.28006729,6901.88060414,155.21331819,30.40484603,55.28006703,93.80981817,0.48100763,0.0,3.24417111,0.0,1.39968918,501.0,315.0,63.0,99.4,0.0,0.0,0.0,38.0,0.0
17,BELLINGHAM,0.0013000000000000002,2018.0,0.0,0.0,0.0,99754.68795551,77856.97661002,0.0,81915.46126451,0.0,99171.77463215,3.613e-05,3201.21033106,264.67877422,2937.05590546,18.88903019,18.88917856,8102.81522359,82.53983161,46.56053085,18.88580367,92.0730912,1.61907285,0.0,1.17163805,0.0,2.7187664,750.0,308.0,41.0,99.4,0.0,0.0,0.0,65.0,0.0
18,BELMONT,0.010012271008403352,2016.063025210084,0.10504201680672269,0.1323529411764706,0.23529411764705882,124586.68519554,17775.60630305,0.0,131702.80074216,0.0,125296.02703,40140.31474862,1357.06667502,239.14714088,1117.91916479,4.71792826,4.7179283,3400.28555264,87.58382513,19.49914613,4.68674679,74.16987457,1.57749474,0.20963693,15.40888424,0.0079408,5.49607433,1101.0,624.0,57.0,100.0,0.0,0.0,0.0,90.0,0.0
19,BERNARDSTON,0.004213513513513513,2016.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,28688.00489808,0.0,0.0,30000.64338853,0.0,28609.5180886,3.67e-06,739.84523782,106.97762223,631.86782473,23.4172538,23.41628965,1826.15326692,34.98377906,8.77722796,23.41393331,40.72831216,0.63637986,0.0,0.46667859,0.0,0.12727601,45.0,39.0,87.0,97.4,0.0,0.0,0.0,62.0,0.0
20,BEVERLY,0.001310102489019033,2016.0,0.013177159590043924,0.016105417276720352,0.03806734992679356,92118.97127054,3340.15504251,0.0,0.0,0.0,97228.90878609,1915.75037223,2605.11060399,363.25336638,2241.85723761,15.41180491,15.36175759,6334.48577404,191.30971303,12.52429489,15.38013562,91.37730545,1.35167694,0.09717121,1.81355377,0.0,3.16347368,1471.0,1125.0,76.0,98.6,1.2,0.0,0.0,77.0,0.7
21,BILLERICA,0.003950310559006213,2016.0807453416148,0.043478260869565216,0.09937888198757763,0.21739130434782608,102452.32151387,6936.72758824,0.0,93968.83970674,0.0,102216.65756542,42715.28480079,2208.47197055,238.99971591,1969.47225464,26.31711732,26.31454488,5854.11109454,102.04174341,199.3598703,25.94874888,84.28425467,3.41482403,0.0,6.27597863,0.06479324,4.34568229,1517.0,1036.0,68.0,99.2,0.7,0.0,0.0,64.0,0.0
22,BLACKSTONE,0.015519281045751636,2016.0,0.10457516339869281,0.12745098039215685,0.16339869281045752,87088.37904966,4.201e-05,0.0,0.0,0.0,89602.10379019,61280.44250015,1724.37110387,117.96849898,1606.40260489,11.43085047,11.43031156,4479.67046527,71.53604352,28.96489638,11.3498086,92.86906075,1.84343441,0.43119876,0.29162634,0.0,2.71616791,305.0,139.0,46.0,100.0,0.0,0.0,0.0,57.0,0.0
23,BOLTON,0.0031254838709677407,2018.0,0.018433179723502304,0.06912442396313365,0.22119815668202766,155061.27451792,0.0,0.0,213610.29687573,0.0,153941.50361665,0.0,1677.82399229,284.97009296,1392.85389933,20.07992471,20.07814453,4888.89628221,68.98442284,22.67578018,20.07814449,92.18114057,0.29993863,0.0,4.29912039,0.0,1.89961157,159.0,163.0,99.0,100.0,0.0,0.0,0.0,38.0,0.0
24,BOSTON,0.0007069696969696969,2017.0,0.0,0.0,0.030303030303030304,66427.18079635,32854.54731531,0.0,38769.93734542,0.0,72887.24549738,40263.70630132,1462.00819798,139.30424388,1322.70672228,50.01127217,49.11053457,3208.62207104,237.52117403,20.21639782,48.54329131,44.87949738,20.34676442,0.18020207,7.51861074,0.02101017,17.24119137,21508.0,16446.0,76.0,98.4,1.3,0.3,0.0,79.0,1.4
